"id","month","year","pcp_in"
"USC00310212",1,"2011",1.3
"USC00310212",2,"2011",1.3
"USC00310212",3,"2011",3.93
"USC00310212",4,"2011",4.46
"USC00310212",5,"2011",5.61
"USC00310212",6,"2011",2.66
"USC00310212",7,"2011",1.75
"USC00310212",8,"2011",5.35
"USC00310212",9,"2011",3.34
"USC00310212",10,"2011",3.41
"USC00310212",11,"2011",3.9
"USC00310212",12,"2011",1.96
"USC00310212",1,"2012",2.74
"USC00310212",2,"2012",1.93
"USC00310212",3,"2012",4.46
"USC00310212",4,"2012",2.28
"USC00310212",5,"2012",6.54
"USC00310212",6,"2012",2.99
"USC00310212",7,"2012",6.5
"USC00310212",8,"2012",2.96
"USC00310212",9,"2012",8.18
"USC00310212",10,"2012",2.19
"USC00310212",11,"2012",0.65
"USC00310212",12,"2012",2.85
"USC00310212",1,"2013",3.06
"USC00310212",2,"2013",4.48
"USC00310212",3,"2013",1.33
"USC00310212",4,"2013",4.5
"USC00310212",5,"2013",3.78
"USC00310212",6,"2013",9.12
"USC00310212",7,"2013",2.89
"USC00310212",8,"2013",2.33
"USC00310212",9,"2013",3.62
"USC00310212",10,"2013",0.94
"USC00310212",11,"2013",3.46
"USC00310212",12,"2013",6.04
"USC00310212",1,"2014",2.79
"USC00310212",2,"2014",3.5
"USC00310212",3,"2014",5.74
"USC00310212",4,"2014",3.19
"USC00310212",5,"2014",5.8
"USC00310212",6,"2014",3.08
"USC00310212",7,"2014",6.59
"USC00310212",8,"2014",8.75
"USC00310212",9,"2014",4
"USC00310212",10,"2014",2.28
"USC00310212",11,"2014",4.07
"USC00310212",12,"2014",5.09
"USC00310212",1,"2015",4.22
"USC00310212",2,"2015",2.97
"USC00310212",3,"2015",3.8
"USC00310212",4,"2015",4.53
"USC00310212",5,"2015",1.56
"USC00310212",6,"2015",6.24
"USC00310212",7,"2015",5.4
"USC00310212",8,"2015",3.86
"USC00310212",9,"2015",3.26
"USC00310212",10,"2015",4.37
"USC00310212",11,"2015",7.83
"USC00310212",12,"2015",6.5
"USC00310212",1,"2016",1.91
"USC00310212",2,"2016",4.18
"USC00310212",3,"2016",2
"USC00310212",4,"2016",4.14
"USC00310212",5,"2016",6.35
"USC00310212",6,"2016",4.57
"USC00310212",7,"2016",9.07
"USC00310212",8,"2016",3.13
"USC00310212",9,"2016",6.15
"USC00310212",10,"2016",7.17
"USC00310212",11,"2016",0.38
"USC00310212",12,"2016",2.53
"USC00310212",1,"2017",3.5
"USC00310212",2,"2017",1.27
"USC00310212",3,"2017",2.52
"USC00310212",4,"2017",9.32
"USC00310212",5,"2017",4.6
"USC00310212",6,"2017",6.32
"USC00310212",7,"2017",1.72
"USC00310212",8,"2017",1.86
"USC00310212",9,"2017",2.67
"USC00310212",10,"2017",2.72
"USC00310212",11,"2017",1.32
"USC00310212",12,"2017",2.38
"USC00310212",1,"2018",3.68
"USC00310212",2,"2018",1.85
"USC00310212",3,"2018",4.49
"USC00310212",4,"2018",4.9
"USC00310212",5,"2018",5.5
"USC00310212",6,"2018",0.91
"USC00310212",7,"2018",4.04
"USC00310212",8,"2018",10.05
"USC00310212",9,"2018",8.8
"USC00310212",10,"2018",5.43
"USC00310212",11,"2018",7.08
"USC00310212",12,"2018",5.95
"USC00310212",1,"2019",3.59
"USC00310212",2,"2019",4.44
"USC00310212",3,"2019",3.1
"USC00310212",4,"2019",6.72
"USC00310212",5,"2019",1.78
"USC00310212",6,"2019",5.09
"USC00310212",7,"2019",3.29
"USC00310212",8,"2019",8.06
"USC00310212",9,"2019",1.66
"USC00310212",10,"2019",2.83
"USC00310212",11,"2019",3.54
"USC00310212",12,"2019",4.23
"USC00310212",1,"2020",4.22
"USC00310212",2,"2020",6.64
"USC00310212",3,"2020",2.65
"USC00310212",4,"2020",3.83
"USC00310212",5,"2020",6.9
"USC00310212",6,"2020",4.04
"USC00310212",7,"2020",6.49
"USC00310212",8,"2020",5.57
"USC00310212",9,"2020",9.33
"USC00310212",10,"2020",2.72
"USC00310212",11,"2020",6.13
"USC00310212",12,"2020",5.45
"USC00310286",1,"1990",4.47
"USC00310286",2,"1990",5.59
"USC00310286",3,"1990",4.17
"USC00310286",4,"1990",2.44
"USC00310286",5,"1990",8.25
"USC00310286",6,"1990",1.14
"USC00310286",7,"1990",1.63
"USC00310286",8,"1990",3.53
"USC00310286",9,"1990",1.46
"USC00310286",10,"1990",13.7
"USC00310286",11,"1990",1.56
"USC00310286",12,"1990",2.9
"USC00310286",1,"1991",5.44
"USC00310286",2,"1991",1.24
"USC00310286",3,"1991",5.57
"USC00310286",4,"1991",4.06
"USC00310286",5,"1991",2.91
"USC00310286",6,"1991",1.36
"USC00310286",7,"1991",4.05
"USC00310286",8,"1991",5.7
"USC00310286",9,"1991",3.6
"USC00310286",10,"1991",0.77
"USC00310286",11,"1991",1.89
"USC00310286",12,"1991",2.5
"USC00310286",1,"1992",3.26
"USC00310286",2,"1992",3.64
"USC00310286",3,"1992",3.33
"USC00310286",4,"1992",5.18
"USC00310286",5,"1992",2.8
"USC00310286",6,"1992",6.49
"USC00310286",7,"1992",3.52
"USC00310286",8,"1992",3.76
"USC00310286",9,"1992",1.3
"USC00310286",10,"1992",4.76
"USC00310286",11,"1992",4.3
"USC00310286",12,"1992",3
"USC00310286",1,"1993",6.01
"USC00310286",2,"1993",3.37
"USC00310286",3,"1993",8.35
"USC00310286",4,"1993",6
"USC00310286",5,"1993",5.94
"USC00310286",6,"1993",1.62
"USC00310286",7,"1993",1.21
"USC00310286",8,"1993",2.29
"USC00310286",9,"1993",0.73
"USC00310286",10,"1993",2.31
"USC00310286",11,"1993",3.85
"USC00310286",12,"1993",3.48
"USC00310286",1,"1994",4.74
"USC00310286",2,"1994",3.33
"USC00310286",3,"1994",6.09
"USC00310286",4,"1994",1.82
"USC00310286",5,"1994",2.81
"USC00310286",6,"1994",3.7
"USC00310286",7,"1994",5.61
"USC00310286",8,"1994",4.13
"USC00310286",9,"1994",3.64
"USC00310286",10,"1994",1.46
"USC00310286",11,"1994",2.98
"USC00310286",12,"1994",1.92
"USC00310286",1,"1995",4.52
"USC00310286",2,"1995",5.28
"USC00310286",3,"1995",2.31
"USC00310286",4,"1995",1.58
"USC00310286",5,"1995",4.76
"USC00310286",6,"1995",9.09
"USC00310286",7,"1995",7.37
"USC00310286",8,"1995",3.1
"USC00310286",9,"1995",NA
"USC00310286",10,"1995",9.63
"USC00310286",11,"1995",5.58
"USC00310286",12,"1995",1.79
"USC00310286",1,"1996",5.69
"USC00310286",2,"1996",2.33
"USC00310286",3,"1996",4.33
"USC00310286",4,"1996",3.76
"USC00310286",5,"1996",2.76
"USC00310286",6,"1996",2.89
"USC00310286",7,"1996",4.52
"USC00310286",8,"1996",3.69
"USC00310286",9,"1996",8.69
"USC00310286",10,"1996",4.89
"USC00310286",11,"1996",4.1
"USC00310286",12,"1996",3
"USC00310286",1,"1997",3.51
"USC00310286",2,"1997",3.06
"USC00310286",3,"1997",3.45
"USC00310286",4,"1997",5.85
"USC00310286",5,"1997",1.42
"USC00310286",6,"1997",3.03
"USC00310286",7,"1997",8.57
"USC00310286",8,"1997",2.46
"USC00310286",9,"1997",5.8
"USC00310286",10,"1997",2.76
"USC00310286",11,"1997",3.26
"USC00310286",12,"1997",3.56
"USC00310286",1,"1998",7.48
"USC00310286",2,"1998",6
"USC00310286",3,"1998",5.81
"USC00310286",4,"1998",4.8
"USC00310286",5,"1998",3.2
"USC00310286",6,"1998",2.19
"USC00310286",7,"1998",2
"USC00310286",8,"1998",2.55
"USC00310286",9,"1998",5.09
"USC00310286",10,"1998",1.41
"USC00310286",11,"1998",2.6
"USC00310286",12,"1998",4.62
"USC00310286",1,"1999",7.48
"USC00310286",2,"1999",1.92
"USC00310286",3,"1999",2.81
"USC00310286",4,"1999",3.64
"USC00310286",5,"1999",0.62
"USC00310286",6,"1999",3.14
"USC00310286",7,"1999",2.15
"USC00310286",8,"1999",5.42
"USC00310286",9,"1999",11.23
"USC00310286",10,"1999",3.23
"USC00310286",11,"1999",2.1
"USC00310286",12,"1999",1.56
"USC00310286",1,"2000",6.23
"USC00310286",2,"2000",2.15
"USC00310286",3,"2000",2.57
"USC00310286",4,"2000",4.53
"USC00310286",5,"2000",NA
"USC00310286",6,"2000",NA
"USC00310286",7,"2000",3.59
"USC00310286",8,"2000",3.45
"USC00310286",9,"2000",5.06
"USC00310286",10,"2000",0
"USC00310286",11,"2000",2.05
"USC00310286",12,"2000",1.85
"USC00310286",1,"2001",1.87
"USC00310286",2,"2001",2.54
"USC00310286",3,"2001",4.86
"USC00310286",4,"2001",1.25
"USC00310286",5,"2001",1.96
"USC00310286",6,"2001",3.46
"USC00310286",7,"2001",3.87
"USC00310286",8,"2001",5.46
"USC00310286",9,"2001",2.21
"USC00310286",10,"2001",1.53
"USC00310286",11,"2001",0.48
"USC00310286",12,"2001",2.16
"USC00310286",1,"2002",6.26
"USC00310286",2,"2002",1.14
"USC00310286",3,"2002",4.28
"USC00310286",4,"2002",0.34
"USC00310286",5,"2002",2.52
"USC00310286",6,"2002",1.78
"USC00310286",7,"2002",1.68
"USC00310286",8,"2002",5.4
"USC00310286",9,"2002",3.57
"USC00310286",10,"2002",9.47
"USC00310286",11,"2002",4.81
"USC00310286",12,"2002",6.11
"USC00310286",1,"2003",2.36
"USC00310286",2,"2003",4.43
"USC00310286",3,"2003",6.4
"USC00310286",4,"2003",7.8
"USC00310286",5,"2003",5.66
"USC00310286",6,"2003",6.29
"USC00310286",7,"2003",6.77
"USC00310286",8,"2003",7.45
"USC00310286",9,"2003",5.5
"USC00310286",10,"2003",2.61
"USC00310286",11,"2003",1.93
"USC00310286",12,"2003",2.31
"USC00310286",1,"2004",1.09
"USC00310286",2,"2004",2.36
"USC00310286",3,"2004",2.15
"USC00310286",4,"2004",1.91
"USC00310286",5,"2004",4.05
"USC00310286",6,"2004",4.05
"USC00310286",7,"2004",3.71
"USC00310286",8,"2004",3.92
"USC00310286",9,"2004",10.37
"USC00310286",10,"2004",1.61
"USC00310286",11,"2004",3.63
"USC00310286",12,"2004",2.19
"USC00310286",1,"2005",2.87
"USC00310286",2,"2005",3.13
"USC00310286",3,"2005",4.35
"USC00310286",4,"2005",3.5
"USC00310286",5,"2005",1.61
"USC00310286",6,"2005",1.87
"USC00310286",7,"2005",5.96
"USC00310286",8,"2005",3.5
"USC00310286",9,"2005",0.74
"USC00310286",10,"2005",2.94
"USC00310286",11,"2005",3.84
"USC00310286",12,"2005",5.07
"USC00310286",1,"2006",2.6
"USC00310286",2,"2006",1.39
"USC00310286",3,"2006",1.76
"USC00310286",4,"2006",4.52
"USC00310286",5,"2006",2.37
"USC00310286",6,"2006",7.85
"USC00310286",7,"2006",2.97
"USC00310286",8,"2006",3
"USC00310286",9,"2006",2.48
"USC00310286",10,"2006",4.57
"USC00310286",11,"2006",7.46
"USC00310286",12,"2006",2.6
"USC00310286",1,"2007",3.02
"USC00310286",2,"2007",3.48
"USC00310286",3,"2007",2.57
"USC00310286",4,"2007",4.45
"USC00310286",5,"2007",1.17
"USC00310286",6,"2007",3.88
"USC00310286",7,"2007",1.7
"USC00310286",8,"2007",1.99
"USC00310286",9,"2007",0.69
"USC00310286",10,"2007",5.45
"USC00310286",11,"2007",0.62
"USC00310286",12,"2007",4.28
"USC00310286",1,"2008",1.32
"USC00310286",2,"2008",2.91
"USC00310286",3,"2008",3.74
"USC00310286",4,"2008",5.69
"USC00310286",5,"2008",5.35
"USC00310286",6,"2008",1.52
"USC00310286",7,"2008",5.98
"USC00310286",8,"2008",5.26
"USC00310286",9,"2008",5.28
"USC00310286",10,"2008",1.64
"USC00310286",11,"2008",2.54
"USC00310286",12,"2008",3.96
"USC00310286",1,"2009",2.56
"USC00310286",2,"2009",2.04
"USC00310286",3,"2009",6.2
"USC00310286",4,"2009",2.78
"USC00310286",5,"2009",3.72
"USC00310286",6,"2009",11.1
"USC00310286",7,"2009",4.21
"USC00310286",8,"2009",2.8
"USC00310286",9,"2009",3.69
"USC00310286",10,"2009",3.19
"USC00310286",11,"2009",8.46
"USC00310286",12,"2009",6.09
"USC00310286",1,"2010",4.51
"USC00310286",2,"2010",4.15
"USC00310286",3,"2010",3.65
"USC00310286",4,"2010",1.25
"USC00310286",5,"2010",5.32
"USC00310286",6,"2010",2.94
"USC00310286",7,"2010",3.92
"USC00310286",8,"2010",1.89
"USC00310286",9,"2010",6.63
"USC00310286",10,"2010",1.96
"USC00310286",11,"2010",1.3
"USC00310286",12,"2010",2.28
"USC00310286",1,"2011",2.14
"USC00310286",2,"2011",2.77
"USC00310286",3,"2011",4.42
"USC00310286",4,"2011",2.93
"USC00310286",5,"2011",4.65
"USC00310286",6,"2011",3.41
"USC00310286",7,"2011",4.6
"USC00310286",8,"2011",3.18
"USC00310286",9,"2011",7.41
"USC00310286",10,"2011",4.21
"USC00310286",11,"2011",3.91
"USC00310286",12,"2011",2.62
"USC00310286",1,"2012",2.15
"USC00310286",2,"2012",2.33
"USC00310286",3,"2012",4.65
"USC00310286",4,"2012",2.93
"USC00310286",5,"2012",5.52
"USC00310286",6,"2012",2.78
"USC00310286",7,"2012",3.59
"USC00310286",8,"2012",3.98
"USC00310286",9,"2012",4.76
"USC00310286",10,"2012",2.41
"USC00310286",11,"2012",0.72
"USC00310286",12,"2012",2.33
"USC00310286",1,"2013",3.8
"USC00310286",2,"2013",3.37
"USC00310286",3,"2013",3.07
"USC00310286",4,"2013",3.46
"USC00310286",5,"2013",3.52
"USC00310286",6,"2013",9.73
"USC00310286",7,"2013",8.72
"USC00310286",8,"2013",3.72
"USC00310286",9,"2013",1.55
"USC00310286",10,"2013",1.13
"USC00310286",11,"2013",2.82
"USC00310286",12,"2013",5.85
"USC00310286",1,"2014",3.54
"USC00310286",2,"2014",3.79
"USC00310286",3,"2014",5.74
"USC00310286",4,"2014",4.93
"USC00310286",5,"2014",4.14
"USC00310286",6,"2014",3.12
"USC00310286",7,"2014",3
"USC00310286",8,"2014",3.34
"USC00310286",9,"2014",3.1
"USC00310286",10,"2014",1.26
"USC00310286",11,"2014",3.73
"USC00310286",12,"2014",2.99
"USC00310286",1,"2015",2.75
"USC00310286",2,"2015",2.93
"USC00310286",3,"2015",3.46
"USC00310286",4,"2015",4.09
"USC00310286",5,"2015",1.79
"USC00310286",6,"2015",3.41
"USC00310286",7,"2015",5.59
"USC00310286",8,"2015",2.86
"USC00310286",9,"2015",4.89
"USC00310286",10,"2015",6.78
"USC00310286",11,"2015",7.61
"USC00310286",12,"2015",11.11
"USC00310286",1,"2016",1.11
"USC00310286",2,"2016",4.11
"USC00310286",3,"2016",2.6
"USC00310286",4,"2016",1.95
"USC00310286",5,"2016",5.87
"USC00310286",6,"2016",2.24
"USC00310286",7,"2016",3.58
"USC00310286",8,"2016",3.06
"USC00310286",9,"2016",10.28
"USC00310286",10,"2016",3.68
"USC00310286",11,"2016",0.5
"USC00310286",12,"2016",2.04
"USC00310286",1,"2017",4.88
"USC00310286",2,"2017",0.76
"USC00310286",3,"2017",2.94
"USC00310286",4,"2017",5.91
"USC00310286",5,"2017",5.63
"USC00310286",6,"2017",7.62
"USC00310286",7,"2017",1.29
"USC00310286",8,"2017",2.31
"USC00310286",9,"2017",4.68
"USC00310286",10,"2017",3.59
"USC00310286",11,"2017",1.74
"USC00310286",12,"2017",2
"USC00310286",1,"2018",4.48
"USC00310286",2,"2018",3.01
"USC00310286",3,"2018",4.94
"USC00310286",4,"2018",6
"USC00310286",5,"2018",7.57
"USC00310286",6,"2018",1.79
"USC00310286",7,"2018",2.69
"USC00310286",8,"2018",9.27
"USC00310286",9,"2018",14.11
"USC00310286",10,"2018",5.24
"USC00310286",11,"2018",9.19
"USC00310286",12,"2018",6.42
"USC00310286",1,"2019",4.43
"USC00310286",2,"2019",5.86
"USC00310286",3,"2019",3.87
"USC00310286",4,"2019",5.42
"USC00310286",5,"2019",2.51
"USC00310286",6,"2019",6.27
"USC00310286",7,"2019",4.07
"USC00310286",8,"2019",2.5
"USC00310286",9,"2019",0.06
"USC00310286",10,"2019",5.75
"USC00310286",11,"2019",3.51
"USC00310286",12,"2019",5.19
"USC00310286",1,"2020",6.29
"USC00310286",2,"2020",6.74
"USC00310286",3,"2020",2.54
"USC00310286",4,"2020",6.23
"USC00310286",5,"2020",9.75
"USC00310286",6,"2020",2.71
"USC00310286",7,"2020",4.96
"USC00310286",8,"2020",4.44
"USC00310286",9,"2020",4.33
"USC00310286",10,"2020",3.66
"USC00310286",11,"2020",1.36
"USC00310286",12,"2020",0.78
"USC00310750",1,"1990",NA
"USC00310750",2,"1990",NA
"USC00310750",3,"1990",NA
"USC00310750",4,"1990",NA
"USC00310750",5,"1990",NA
"USC00310750",6,"1990",NA
"USC00310750",7,"1990",NA
"USC00310750",8,"1990",NA
"USC00310750",9,"1990",NA
"USC00310750",10,"1990",NA
"USC00310750",11,"1990",NA
"USC00310750",12,"1990",NA
"USC00310750",1,"1991",NA
"USC00310750",2,"1991",NA
"USC00310750",3,"1991",NA
"USC00310750",4,"1991",NA
"USC00310750",5,"1991",NA
"USC00310750",6,"1991",NA
"USC00310750",7,"1991",NA
"USC00310750",8,"1991",NA
"USC00310750",9,"1991",NA
"USC00310750",10,"1991",NA
"USC00310750",11,"1991",NA
"USC00310750",12,"1991",NA
"USC00310750",1,"1992",NA
"USC00310750",2,"1992",NA
"USC00310750",3,"1992",NA
"USC00310750",4,"1992",NA
"USC00310750",5,"1992",NA
"USC00310750",6,"1992",NA
"USC00310750",7,"1992",NA
"USC00310750",8,"1992",NA
"USC00310750",9,"1992",NA
"USC00310750",10,"1992",NA
"USC00310750",11,"1992",NA
"USC00310750",12,"1992",NA
"USC00310750",1,"1993",NA
"USC00310750",2,"1993",NA
"USC00310750",3,"1993",NA
"USC00310750",4,"1993",NA
"USC00310750",5,"1993",NA
"USC00310750",6,"1993",NA
"USC00310750",7,"1993",NA
"USC00310750",8,"1993",NA
"USC00310750",9,"1993",NA
"USC00310750",10,"1993",NA
"USC00310750",11,"1993",NA
"USC00310750",12,"1993",NA
"USC00310750",1,"1994",NA
"USC00310750",2,"1994",NA
"USC00310750",3,"1994",NA
"USC00310750",4,"1994",NA
"USC00310750",5,"1994",NA
"USC00310750",6,"1994",NA
"USC00310750",7,"1994",NA
"USC00310750",8,"1994",NA
"USC00310750",9,"1994",NA
"USC00310750",10,"1994",NA
"USC00310750",11,"1994",NA
"USC00310750",12,"1994",NA
"USC00310750",1,"1995",NA
"USC00310750",2,"1995",NA
"USC00310750",3,"1995",NA
"USC00310750",4,"1995",NA
"USC00310750",5,"1995",NA
"USC00310750",6,"1995",NA
"USC00310750",7,"1995",NA
"USC00310750",8,"1995",NA
"USC00310750",9,"1995",NA
"USC00310750",10,"1995",NA
"USC00310750",11,"1995",NA
"USC00310750",12,"1995",NA
"USC00310750",1,"1996",NA
"USC00310750",2,"1996",NA
"USC00310750",3,"1996",NA
"USC00310750",4,"1996",NA
"USC00310750",5,"1996",NA
"USC00310750",6,"1996",NA
"USC00310750",7,"1996",NA
"USC00310750",8,"1996",NA
"USC00310750",9,"1996",NA
"USC00310750",10,"1996",NA
"USC00310750",11,"1996",NA
"USC00310750",12,"1996",NA
"USC00310750",1,"1997",NA
"USC00310750",2,"1997",NA
