id,month,year,pcp_in,ndays
310212,7,2015,5.4,30
310212,7,2016,9.36,30
310212,7,2017,1.72,31
310212,7,2018,4.04,30
310212,7,2019,3.29,31
310212,7,2020,6.48,31
310212,7,2021,NA,NA
310212,8,1990,NA,NA
310212,8,1991,NA,NA
310212,8,1992,NA,NA
310212,8,1993,3.98,31
310212,8,1994,5.62,31
310212,8,1995,2.36,31
310212,8,1996,3.67,31
310212,8,1997,1.14,31
310212,8,1998,6.15,31
310212,8,1999,5.91,31
310212,8,2000,5.3,31
310212,8,2001,6.06,31
310212,8,2002,4.36,31
310212,8,2003,6.56,31
310212,8,2004,8.01,31
310212,8,2005,2.92,31
310212,8,2006,2.76,31
310212,8,2007,0,31
310212,8,2008,4.08,31
310212,8,2009,3.53,31
310212,8,2010,7.54,31
310212,8,2011,5.36,31
310212,8,2012,2.96,31
310212,8,2013,2.33,31
310212,8,2014,8.75,31
310212,8,2015,3.86,31
310212,8,2016,3.13,31
310212,8,2017,1.86,31
310212,8,2018,10.05,31
310212,8,2019,8.06,31
310212,8,2020,5.56,31
310212,8,2021,NA,NA
310212,9,1990,NA,NA
310212,9,1991,NA,NA
310212,9,1992,NA,NA
310212,9,1993,1.11,30
310212,9,1994,3.4,30
310212,9,1995,2.81,30
310212,9,1996,5.62,30
310212,9,1997,2.48,30
310212,9,1998,3.03,30
310212,9,1999,6.41,30
310212,9,2000,5.41,30
310212,9,2001,1.39,30
310212,9,2002,3.68,30
310212,9,2003,7.27,30
310212,9,2004,5.47,30
310212,9,2005,1.77,30
310212,9,2006,4.33,30
310212,9,2007,2.11,30
310212,9,2008,4.11,30
310212,9,2009,3.59,30
310212,9,2010,5.82,30
310212,9,2011,NA,25
310212,9,2012,8.18,30
310212,9,2013,4.06,30
310212,9,2014,4,30
310212,9,2015,3.6,29
310212,9,2016,6.14,30
310212,9,2017,2.68,28
310212,9,2018,8.8,30
310212,9,2019,1.66,30
310212,9,2020,9.33,30
310212,9,2021,NA,NA
310212,10,1990,NA,NA
310212,10,1991,NA,NA
310212,10,1992,NA,NA
310212,10,1993,3.99,31
310212,10,1994,5.18,31
310212,10,1995,6.03,31
310212,10,1996,3.48,31
310212,10,1997,3.42,31
310212,10,1998,2.04,31
310212,10,1999,3.35,31
310212,10,2000,0.02,31
310212,10,2001,2.08,31
310212,10,2002,4.46,31
310212,10,2003,3.06,31
310212,10,2004,0.71,31
310212,10,2005,3.3,31
310212,10,2006,3.52,31
310212,10,2007,5.74,31
310212,10,2008,0.87,31
310212,10,2009,1.31,31
310212,10,2010,2.07,31
310212,10,2011,3.41,31
310212,10,2012,2.19,31
310212,10,2013,0.94,31
310212,10,2014,2.4,28
310212,10,2015,5.22,30
310212,10,2016,7.18,31
310212,10,2017,2.72,31
310212,10,2018,5.42,31
310212,10,2019,2.83,31
310212,10,2020,2.72,31
310212,10,2021,NA,NA
310212,11,1990,NA,NA
310212,11,1991,NA,NA
310212,11,1992,NA,NA
310212,11,1993,2.06,30
310212,11,1994,1.76,30
310212,11,1995,4.37,30
310212,11,1996,3.39,30
310212,11,1997,2.09,30
310212,11,1998,2.6,30
310212,11,1999,2.02,30
310212,11,2000,2.84,30
310212,11,2001,0.62,30
310212,11,2002,3.84,30
310212,11,2003,2.03,30
310212,11,2004,3.48,30
310212,11,2005,4.51,30
310212,11,2006,9.02,30
310212,11,2007,0.78,30
310212,11,2008,3.19,30
310212,11,2009,6.35,30
310212,11,2010,1.43,30
310212,11,2011,3.9,30
310212,11,2012,0.65,30
310212,11,2013,3.46,30
310212,11,2014,4.08,30
310212,11,2015,7.83,30
310212,11,2016,0.38,29
310212,11,2017,1.32,30
310212,11,2018,7.08,30
310212,11,2019,3.54,30
310212,11,2020,6.13,30
310212,11,2021,NA,NA
310212,12,1990,NA,NA
310212,12,1991,NA,NA
310212,12,1992,NA,NA
310212,12,1993,3.37,31
310212,12,1994,1.49,31
310212,12,1995,1.61,31
310212,12,1996,3.45,31
310212,12,1997,3.22,31
310212,12,1998,3.73,31
310212,12,1999,NA,NA
310212,12,2000,0.86,31
310212,12,2001,2.18,31
310212,12,2002,5.46,31
310212,12,2003,3.07,31
310212,12,2004,1.58,31
310212,12,2005,4.47,31
310212,12,2006,3.53,31
310212,12,2007,4.95,31
310212,12,2008,5.52,31
310212,12,2009,6.5,31
310212,12,2010,2.36,31
310212,12,2011,1.95,31
310212,12,2012,3.23,31
310212,12,2013,6.04,31
310212,12,2014,5.09,31
310212,12,2015,6.5,31
310212,12,2016,2.52,31
310212,12,2017,2.63,30
310212,12,2018,5.95,31
310212,12,2019,4.23,31
310212,12,2020,5.45,31
310212,12,2021,NA,NA
310750,1,1990,NA,NA
310750,1,1991,NA,NA
310750,1,1992,NA,NA
310750,1,1993,NA,NA
310750,1,1994,NA,NA
310750,1,1995,NA,NA
310750,1,1996,NA,NA
310750,1,1997,NA,NA
310750,1,1998,NA,NA
310750,1,1999,NA,NA
310750,1,2000,NA,25
310750,1,2001,1.5,29
310750,1,2002,5.47,30
310750,1,2003,1.84,30
310750,1,2004,1,29
310750,1,2005,2.74,30
310750,1,2006,2.11,31
310750,1,2007,NA,26
310750,1,2008,1.05,30
310750,1,2009,2.65,27
310750,1,2010,5.56,31
310750,1,2011,1.68,29
310750,1,2012,3.51,29
310750,1,2013,NA,24
310750,1,2014,NA,20
310750,1,2015,4.41,31
310750,1,2016,3.33,31
310750,1,2017,4.64,30
310750,1,2018,4.22,29
310750,1,2019,5.17,30
310750,1,2020,4.14,31
310750,1,2021,3.23,31
310750,2,1990,NA,NA
310750,2,1991,NA,NA
310750,2,1992,NA,NA
310750,2,1993,NA,NA
310750,2,1994,NA,NA
310750,2,1995,NA,NA
310750,2,1996,NA,NA
310750,2,1997,NA,NA
310750,2,1998,NA,NA
310750,2,1999,NA,NA
310750,2,2000,2.49,29
310750,2,2001,2.5,28
310750,2,2002,1.2,28
310750,2,2003,NA,24
310750,2,2004,2.99,29
310750,2,2005,3.3,27
310750,2,2006,1.99,28
310750,2,2007,NA,26
310750,2,2008,2.65,27
310750,2,2009,NA,23
310750,2,2010,3.35,28
310750,2,2011,2.52,28
310750,2,2012,4.03,29
310750,2,2013,NA,22
310750,2,2014,4.35,28
310750,2,2015,4.07,28
310750,2,2016,3.71,29
310750,2,2017,2.2,28
310750,2,2018,2.27,28
310750,2,2019,5.79,28
310750,2,2020,7.4,29
310750,2,2021,4.82,16
310750,3,1990,NA,NA
310750,3,1991,NA,NA
310750,3,1992,NA,NA
310750,3,1993,NA,NA
310750,3,1994,NA,NA
310750,3,1995,NA,NA
310750,3,1996,NA,NA
310750,3,1997,NA,NA
310750,3,1998,NA,NA
310750,3,1999,NA,NA
310750,3,2000,2.21,31
310750,3,2001,4.71,27
310750,3,2002,3.23,31
310750,3,2003,6.59,31
310750,3,2004,2.51,31
310750,3,2005,4.42,31
310750,3,2006,1.21,31
310750,3,2007,3.4,31
310750,3,2008,2.84,28
310750,3,2009,6.61,28
310750,3,2010,2.43,29
310750,3,2011,4.39,29
310750,3,2012,4.3,31
310750,3,2013,2.09,29
310750,3,2014,8.26,31
310750,3,2015,4.7,31
310750,3,2016,2.51,31
310750,3,2017,2.3,28
310750,3,2018,5.66,31
310750,3,2019,3.34,30
310750,3,2020,2.11,29
310750,3,2021,NA,NA
310750,4,1990,NA,NA
310750,4,1991,NA,NA
310750,4,1992,NA,NA
310750,4,1993,NA,NA
310750,4,1994,NA,NA
310750,4,1995,NA,NA
310750,4,1996,NA,NA
310750,4,1997,NA,NA
310750,4,1998,NA,NA
310750,4,1999,NA,NA
310750,4,2000,4.1,30
310750,4,2001,1.46,30
310750,4,2002,2.69,29
310750,4,2003,5.29,27
310750,4,2004,1.25,30
310750,4,2005,3.26,30
310750,4,2006,5,30
310750,4,2007,3.74,30
310750,4,2008,NA,21
310750,4,2009,1.16,27
310750,4,2010,1.52,30
310750,4,2011,2.94,30
310750,4,2012,2.93,30
310750,4,2013,4.05,30
310750,4,2014,3.97,30
310750,4,2015,5.73,30
310750,4,2016,5.65,30
310750,4,2017,6.67,30
310750,4,2018,5.19,30
310750,4,2019,6.52,30
310750,4,2020,3.95,29
310750,4,2021,NA,NA
310750,5,1990,NA,NA
310750,5,1991,NA,NA
310750,5,1992,NA,NA
310750,5,1993,NA,NA
310750,5,1994,NA,NA
310750,5,1995,NA,NA
310750,5,1996,NA,NA
310750,5,1997,NA,NA
310750,5,1998,NA,NA
310750,5,1999,NA,NA
310750,5,2000,0.83,31
310750,5,2001,2.31,31
310750,5,2002,1.18,31
310750,5,2003,5.01,29
310750,5,2004,5.42,31
310750,5,2005,1.77,29
310750,5,2006,1.82,30
310750,5,2007,1.22,31
310750,5,2008,1.75,27
310750,5,2009,3,28
310750,5,2010,4.48,31
310750,5,2011,2.8,30
310750,5,2012,5.57,31
310750,5,2013,3.54,31
310750,5,2014,4.76,31
310750,5,2015,1.13,31
310750,5,2016,6.01,31
310750,5,2017,4.84,30
310750,5,2018,4.46,31
310750,5,2019,2.27,31
310750,5,2020,7.32,31
310750,5,2021,NA,NA
310750,6,1990,NA,NA
310750,6,1991,NA,NA
310750,6,1992,NA,NA
310750,6,1993,NA,NA
310750,6,1994,NA,NA
310750,6,1995,NA,NA
310750,6,1996,NA,NA
310750,6,1997,NA,NA
310750,6,1998,NA,NA
310750,6,1999,NA,NA
310750,6,2000,4.02,30
310750,6,2001,5.68,30
310750,6,2002,2.92,30
310750,6,2003,5.62,29
310750,6,2004,7.46,30
310750,6,2005,NA,15
310750,6,2006,5.64,30
310750,6,2007,3.18,29
310750,6,2008,0.92,27
310750,6,2009,1.41,28
310750,6,2010,2.83,30
310750,6,2011,1.82,30
310750,6,2012,2.96,30
310750,6,2013,8.4,30
310750,6,2014,3.2,30
310750,6,2015,7.66,30
310750,6,2016,4.86,30
310750,6,2017,4.77,30
310750,6,2018,2.33,29
310750,6,2019,9.2,30
310750,6,2020,3.99,30
310750,6,2021,NA,NA
310750,7,1990,NA,NA
310750,7,1991,NA,NA
310750,7,1992,NA,NA
310750,7,1993,NA,NA
310750,7,1994,NA,NA
310750,7,1995,NA,NA
310750,7,1996,NA,NA
310750,7,1997,NA,NA
310750,7,1998,NA,NA
310750,7,1999,NA,NA
310750,7,2000,4.25,29
310750,7,2001,4.81,31
310750,7,2002,1.47,28
310750,7,2003,6.14,27
310750,7,2004,4.23,31
310750,7,2005,NA,23
310750,7,2006,2.45,29
310750,7,2007,NA,24
310750,7,2008,5,31
310750,7,2009,3.83,31
310750,7,2010,6.81,30
310750,7,2011,5.36,31
310750,7,2012,4.59,31
310750,7,2013,4.9,31
310750,7,2014,3.39,31
310750,7,2015,3.3,31
310750,7,2016,4.68,31
310750,7,2017,1.64,28
310750,7,2018,6.03,31
310750,7,2019,3.53,31
310750,7,2020,4.93,31
310750,7,2021,NA,NA
310750,8,1990,NA,NA
310750,8,1991,NA,NA
310750,8,1992,NA,NA
310750,8,1993,NA,NA
310750,8,1994,NA,NA
310750,8,1995,NA,NA
310750,8,1996,NA,NA
310750,8,1997,NA,NA
310750,8,1998,NA,NA
310750,8,1999,NA,NA
310750,8,2000,NA,23
310750,8,2001,5.96,28
310750,8,2002,5.96,31
310750,8,2003,6.78,31
310750,8,2004,10.57,31
310750,8,2005,1.15,31
310750,8,2006,4.48,29
310750,8,2007,0.39,30
310750,8,2008,4.4,31
310750,8,2009,2.48,28
310750,8,2010,2.36,31
310750,8,2011,6.65,31
310750,8,2012,3.39,31
310750,8,2013,2.46,31
310750,8,2014,5.02,31
310750,8,2015,4.33,31
310750,8,2016,9.3,31
310750,8,2017,2.06,30
310750,8,2018,10.3,31
310750,8,2019,6.81,31
310750,8,2020,7.98,31
310750,8,2021,NA,NA
310750,9,1990,NA,NA
310750,9,1991,NA,NA
310750,9,1992,NA,NA
310750,9,1993,NA,NA
310750,9,1994,NA,NA
310750,9,1995,NA,NA
310750,9,1996,NA,NA
310750,9,1997,NA,NA
310750,9,1998,NA,NA
310750,9,1999,NA,NA
310750,9,2000,5.53,30
310750,9,2001,1.8,30
310750,9,2002,5.4,30
310750,9,2003,3.69,30
310750,9,2004,3.9,30
310750,9,2005,1.37,27
310750,9,2006,3.67,29
310750,9,2007,1.6,30
310750,9,2008,3.33,30
310750,9,2009,3.74,29
310750,9,2010,6.1,30
310750,9,2011,6.93,30
310750,9,2012,5.79,30
310750,9,2013,3.85,30
310750,9,2014,4.31,30
310750,9,2015,3.44,30
310750,9,2016,7.04,30
310750,9,2017,3.21,29
310750,9,2018,9.83,30
310750,9,2019,1.14,30
310750,9,2020,7,29
310750,9,2021,NA,NA
310750,10,1990,NA,NA
310750,10,1991,NA,NA
310750,10,1992,NA,NA
310750,10,1993,NA,NA
310750,10,1994,NA,NA
310750,10,1995,NA,NA
310750,10,1996,NA,NA
310750,10,1997,NA,NA
310750,10,1998,NA,NA
310750,10,1999,NA,NA
310750,10,2000,0.12,31
310750,10,2001,2.54,31
310750,10,2002,5.2,31
310750,10,2003,3.16,31
310750,10,2004,1.29,31
310750,10,2005,1.13,29
310750,10,2006,3.68,29
310750,10,2007,2.28,31
310750,10,2008,1.33,28
310750,10,2009,1.99,29
310750,10,2010,1.45,31
310750,10,2011,5.24,30
310750,10,2012,1.95,31
310750,10,2013,2.14,31
310750,10,2014,1.72,31
310750,10,2015,6.59,31
310750,10,2016,0.86,30
310750,10,2017,2.94,28
310750,10,2018,5.73,31
310750,10,2019,NA,26
310750,10,2020,4.64,30
310750,10,2021,NA,NA
310750,11,1990,NA,NA
310750,11,1991,NA,NA
310750,11,1992,NA,NA
310750,11,1993,NA,NA
310750,11,1994,NA,NA
310750,11,1995,NA,NA
310750,11,1996,NA,NA
310750,11,1997,NA,NA
310750,11,1998,NA,NA
310750,11,1999,NA,NA
310750,11,2000,2.2,30
310750,11,2001,0.67,30
310750,11,2002,NA,25
310750,11,2003,1.47,27
310750,11,2004,3.1,29
310750,11,2005,4.41,28
310750,11,2006,7.85,30
310750,11,2007,0.61,29
310750,11,2008,3.53,30
310750,11,2009,4.93,30
310750,11,2010,1.63,30
310750,11,2011,4.01,29
310750,11,2012,NA,26
310750,11,2013,2.75,30
310750,11,2014,3.8,30
310750,11,2015,8.91,30
310750,11,2016,0.44,29
310750,11,2017,0.97,29
310750,11,2018,7.87,30
310750,11,2019,3.82,30
310750,11,2020,6.72,29
310750,11,2021,NA,NA
310750,12,1990,NA,NA
310750,12,1991,NA,NA
310750,12,1992,NA,NA
310750,12,1993,NA,NA
310750,12,1994,NA,NA
310750,12,1995,NA,NA
310750,12,1996,NA,NA
310750,12,1997,NA,NA
310750,12,1998,NA,NA
310750,12,1999,NA,NA
310750,12,2000,1.92,31
310750,12,2001,1.79,29
310750,12,2002,3.27,29
310750,12,2003,3.38,27
310750,12,2004,NA,25
310750,12,2005,4.67,31
310750,12,2006,2.37,29
310750,12,2007,3.98,27
310750,12,2008,2.76,30
310750,12,2009,7.92,31
310750,12,2010,1.75,29
310750,12,2011,1.46,31
310750,12,2012,NA,20
310750,12,2013,6.79,31
310750,12,2014,6.97,31
310750,12,2015,6.01,31
310750,12,2016,2.8,31
310750,12,2017,2.52,30
310750,12,2018,7.46,27
310750,12,2019,4.84,31
310750,12,2020,3.97,31
310750,12,2021,NA,NA
311429,1,1990,NA,NA
311429,1,1991,NA,NA
311429,1,1992,NA,NA
311429,1,1993,NA,NA
311429,1,1994,NA,NA
311429,1,1995,NA,NA
311429,1,1996,NA,NA
311429,1,1997,NA,NA
311429,1,1998,NA,NA
311429,1,1999,NA,NA
311429,1,2000,NA,NA
311429,1,2001,NA,NA
311429,1,2002,NA,NA
311429,1,2003,NA,NA
311429,1,2004,NA,NA
311429,1,2005,NA,NA
311429,1,2006,NA,NA
311429,1,2007,NA,NA
311429,1,2008,NA,NA
311429,1,2009,NA,NA
311429,1,2010,NA,NA
311429,1,2011,1.15,30
311429,1,2012,1.8,31
311429,1,2013,3.75,31
311429,1,2014,3.04,31
311429,1,2015,2.92,31
311429,1,2016,1.7,31
311429,1,2017,4.13,31
311429,1,2018,2.83,28
311429,1,2019,3.72,31
311429,1,2020,4.1,31
311429,1,2021,3.72,31
311429,2,1990,NA,NA
311429,2,1991,NA,NA
311429,2,1992,NA,NA
311429,2,1993,NA,NA
311429,2,1994,NA,NA
311429,2,1995,NA,NA
311429,2,1996,NA,NA
311429,2,1997,NA,NA
311429,2,1998,NA,NA
311429,2,1999,NA,NA
311429,2,2000,NA,NA
311429,2,2001,NA,NA
311429,2,2002,NA,NA
311429,2,2003,NA,NA
311429,2,2004,NA,NA
311429,2,2005,NA,NA
311429,2,2006,NA,NA
311429,2,2007,NA,NA
311429,2,2008,NA,NA
311429,2,2009,NA,NA
311429,2,2010,NA,NA
311429,2,2011,1.45,28
311429,2,2012,1.83,29
311429,2,2013,3.51,28
311429,2,2014,2.43,28
311429,2,2015,2.76,28
311429,2,2016,3.54,29
311429,2,2017,0.98,28
311429,2,2018,2.24,28
311429,2,2019,5.5,28
311429,2,2020,6.36,29
311429,2,2021,4.34,16
311429,3,1990,NA,NA
311429,3,1991,NA,NA
311429,3,1992,NA,NA
311429,3,1993,NA,NA
311429,3,1994,NA,NA
311429,3,1995,NA,NA
311429,3,1996,NA,NA
311429,3,1997,NA,NA
311429,3,1998,NA,NA
311429,3,1999,NA,NA
311429,3,2000,NA,NA
311429,3,2001,NA,NA
311429,3,2002,NA,NA
311429,3,2003,NA,NA
311429,3,2004,NA,NA
311429,3,2005,NA,NA
311429,3,2006,NA,NA
311429,3,2007,NA,NA
311429,3,2008,NA,NA
311429,3,2009,NA,NA
311429,3,2010,NA,NA
311429,3,2011,4.61,31
311429,3,2012,1.57,31
311429,3,2013,2.43,31
311429,3,2014,5.37,31
311429,3,2015,3.61,31
311429,3,2016,2.87,31
311429,3,2017,2.4,31
311429,3,2018,4.39,30
311429,3,2019,3.73,31
311429,3,2020,2.14,31
311429,3,2021,NA,NA
311429,4,1990,NA,NA
311429,4,1991,NA,NA
311429,4,1992,NA,NA
311429,4,1993,NA,NA
311429,4,1994,NA,NA
311429,4,1995,NA,NA
311429,4,1996,NA,NA
311429,4,1997,NA,NA
311429,4,1998,NA,NA
311429,4,1999,NA,NA
311429,4,2000,NA,NA
311429,4,2001,NA,NA
311429,4,2002,NA,NA
311429,4,2003,NA,NA
311429,4,2004,NA,NA
311429,4,2005,NA,NA
311429,4,2006,NA,NA
311429,4,2007,NA,NA
311429,4,2008,NA,NA
311429,4,2009,NA,NA
311429,4,2010,NA,NA
311429,4,2011,2.58,30
311429,4,2012,1,30
311429,4,2013,3.85,30
311429,4,2014,3.46,30
311429,4,2015,4.98,30
311429,4,2016,3.1,30
311429,4,2017,8.08,30
311429,4,2018,3.13,30
311429,4,2019,8.88,28
311429,4,2020,5.81,30
311429,4,2021,NA,NA
311429,5,1990,NA,NA
311429,5,1991,NA,NA
311429,5,1992,NA,NA
311429,5,1993,NA,NA
311429,5,1994,NA,NA
311429,5,1995,NA,NA
311429,5,1996,NA,NA
311429,5,1997,NA,NA
311429,5,1998,NA,NA
311429,5,1999,NA,NA
311429,5,2000,NA,NA
311429,5,2001,NA,NA
311429,5,2002,NA,NA
311429,5,2003,NA,NA
311429,5,2004,NA,NA
311429,5,2005,NA,NA
311429,5,2006,NA,NA
311429,5,2007,NA,NA
311429,5,2008,NA,NA
311429,5,2009,NA,NA
311429,5,2010,NA,NA
311429,5,2011,3.17,31
311429,5,2012,1.46,31
311429,5,2013,5.04,31
311429,5,2014,4.04,31
311429,5,2015,2.03,31
311429,5,2016,5.01,31
311429,5,2017,5.97,31
311429,5,2018,5.88,31
311429,5,2019,1.75,31
311429,5,2020,5.77,31
311429,5,2021,NA,NA
311429,6,1990,NA,NA
311429,6,1991,NA,NA
311429,6,1992,NA,NA
311429,6,1993,NA,NA
311429,6,1994,NA,NA
311429,6,1995,NA,NA
311429,6,1996,NA,NA
311429,6,1997,NA,NA
311429,6,1998,NA,NA
311429,6,1999,NA,NA
311429,6,2000,NA,NA
311429,6,2001,NA,NA
311429,6,2002,NA,NA
311429,6,2003,NA,NA
311429,6,2004,NA,NA
311429,6,2005,NA,NA
311429,6,2006,NA,NA
311429,6,2007,NA,NA
311429,6,2008,NA,NA
311429,6,2009,NA,NA
311429,6,2010,NA,NA
311429,6,2011,2.66,30
311429,6,2012,1,30
311429,6,2013,7.07,30
311429,6,2014,1.5,30
311429,6,2015,4.65,30
311429,6,2016,6.51,30
311429,6,2017,5.49,30
311429,6,2018,3.06,30
311429,6,2019,5.36,30
311429,6,2020,4.07,30
311429,6,2021,NA,NA
311429,7,1990,NA,NA
311429,7,1991,NA,NA
311429,7,1992,NA,NA
311429,7,1993,NA,NA
311429,7,1994,NA,NA
311429,7,1995,NA,NA
311429,7,1996,NA,NA
311429,7,1997,NA,NA
311429,7,1998,NA,NA
311429,7,1999,NA,NA
311429,7,2000,NA,NA
311429,7,2001,NA,NA
311429,7,2002,NA,NA
311429,7,2003,NA,NA
311429,7,2004,NA,NA
311429,7,2005,NA,NA
311429,7,2006,NA,NA
311429,7,2007,NA,NA
311429,7,2008,NA,NA
311429,7,2009,NA,NA
311429,7,2010,5.45,31
311429,7,2011,1.12,31
311429,7,2012,3.46,31
311429,7,2013,10.89,31
311429,7,2014,2.95,31
311429,7,2015,5.16,30
311429,7,2016,3.76,30
311429,7,2017,2.98,31
311429,7,2018,4.01,31
311429,7,2019,4.43,31
311429,7,2020,5.25,31
311429,7,2021,NA,NA
311429,8,1990,NA,NA
311429,8,1991,NA,NA
311429,8,1992,NA,NA
311429,8,1993,NA,NA
311429,8,1994,NA,NA
311429,8,1995,NA,NA
311429,8,1996,NA,NA
311429,8,1997,NA,NA
